slug,brand,product_name,category,upc,usda_fdc_id,serving_size,servings_per_package,calories,protein_g,total_fat_g,saturated_fat_g,total_carbs_g,fiber_g,sugars_g,added_sugars_g,sodium_mg,score,grade,protein_density_score,ingredient_quality_score,sugar_load_score,sodium_load_score,fiber_score,saturated_fat_score,last_verified,report_url
vega-vanilla-chai-one-all-in-nutritional-shake-drink-mix-1-6-oz-44-g,Vega,"Vega One All-in-One Nutritional Shake, Vanilla Chai",Protein Powder,838766005386,2466369,1 packet (44 g),,170,20,6,0.502,10,5.98,0.999,,19.8,94,A,100,78,97,100,100,94,2026-05-28,https://labelgrade.com/vega-vanilla-chai-one-all-in-nutritional-shake-drink-mix-1-6-oz-44-g
banza-chickpeas-pasta-penne-8-oz-227-g,Banza,"Chickpeas Pasta, Penne",Pasta by Shape & Type,857183005007,2669985,2 oz dry,,190,13,3.5,0,32,4.98,2,0,44.8,92,A,85,82,96,100,92,100,2026-06-03,https://labelgrade.com/banza-chickpeas-pasta-penne-8-oz-227-g
lightlife-organic-three-grains-tempeh-8-oz-227-g,Lightlife,"Lightlife, Organic Three Grains Tempeh",Other Meats,043454464509,1849931,3 oz,,170,16,5,1,14,5.96,0,,10.1,90,A,79,86,100,100,80,94,2026-06-03,https://labelgrade.com/lightlife-organic-three-grains-tempeh-8-oz-227-g
ascent-cappuccino-native-fuel-protein-powder-blend-whey-1-09-oz-31-g,Ascent,"Ascent Native Fuel Whey Protein, Cappuccino",Protein Powder,815863020252,2474917,1 packet (31 g),,120,25,1,0,2,0.992,1,,40,89,A-,100,78,96,87,52,100,2026-05-28,https://labelgrade.com/ascent-cappuccino-native-fuel-protein-powder-blend-whey-1-09-oz-31-g
barilla-thin-spaghetti-13-25-oz-375-g,Barilla,Thin Spaghetti,Pasta & Noodles,076808534139,2017770,2 oz,,200,7,1.5,0,41,5.99,2,,10.1,89,A-,69,83,96,100,100,100,2026-06-05,https://labelgrade.com/barilla-thin-spaghetti-13-25-oz-375-g
mccanns-quick-and-easy-steel-cut-irish-oatmeal-24-oz-680-g,Mccann'S,"Mccann'S, Quick & Easy Steel Cut Irish Oatmeal",Cereal,072463000583,2056742,0.25 cup,,150,4,2.5,0.5,27,4,1,,0,88,A-,65,88,97,100,100,93,2026-06-05,https://labelgrade.com/mccanns-quick-and-easy-steel-cut-irish-oatmeal-24-oz-680-g
orgain-plant-based-protein-powder-vanilla-1-02-lbs-462-g,Orgain,"Plant Based Protein Powder, Vanilla","Energy, Protein & Muscle Recovery Drinks",851770003889,2488913,2 ROUNDED SCOOPS,,150,20,4,0,13,5.01,0.998,,180,88,A-,100,72,97,60,100,100,2026-06-03,https://labelgrade.com/orgain-plant-based-protein-powder-vanilla-1-02-lbs-462-g
quaker-oats-old-fashioned-42-oz-onz,Quaker,Quaker Old Fashioned Oats,Oats & Hot Cereal,00030000010402,2723877,1/2 cup dry (40 g),,150,5,3,0.5,27,4,1,0,0,88,A-,69,83,97,100,100,93,2026-05-28,https://labelgrade.com/quaker-oats-old-fashioned-42-oz-onz
ratio-fiber-and-protein-vanilla-dairy-snack-5-3-onz,Ratio,:Ratio Fiber And Protein Vanilla Dairy Snack,Yogurt/Yogurt Substitutes,00070470230061,2751827,1 container,,180,20,3.5,1.5,21,10,3,0,90,87,A-,70,82,100,100,77,95,2026-06-03,https://labelgrade.com/ratio-fiber-and-protein-vanilla-dairy-snack-5-3-onz
crazy-richards-creamy-natural-peanut-butter-16-oz-1-lb-453-g,Crazy Richard's,Creamy Natural Peanut Butter,Nut & Seed Butters,074822610631,2383727,2 Tbsp,,180,8,16,2,5,3.01,2,,0,86,A-,88,83,92,100,96,64,2026-06-05,https://labelgrade.com/crazy-richards-creamy-natural-peanut-butter-16-oz-1-lb-453-g
house-foods-tofu-8-oz-226-g,House Foods,House Foods Organic Tofu,Tofu & Plant Protein,076371031103,1851491,3 oz (85 g),,120,14,7,1,2,2.04,1,,0,86,A-,75,86,99,100,47,94,2026-05-28,https://labelgrade.com/house-foods-tofu-8-oz-226-g
catalina-crunch-chocolate-banana-cereal-9-oz-255-g,Catalina Crunch,Catalina Crunch Chocolate Banana Cereal,Cereal,860479001584,2653512,1/2 cup (36 g),,110,11,6,1,14,9,0,0,125,85,A-,96,75,100,64,100,82,2026-05-28,https://labelgrade.com/catalina-crunch-chocolate-banana-cereal-9-oz-255-g
dannon-oikos-triple-zero-blended-nonfat-greek-yogurt-cherry-5-3-oz-150-g,Dannon,"Oikos Triple Zero Blended Nonfat Greek Yogurt, Cherry",Greek Yogurt,036632019912,2619047,1 cup (150 g),,120,15,0,0,14,6,6,,64.5,85,A-,65,83,100,100,58,100,2026-05-28,https://labelgrade.com/dannon-oikos-triple-zero-blended-nonfat-greek-yogurt-cherry-5-3-oz-150-g
goya-black-beans-822-g,Goya,Black Beans,Canned & Bottled Beans,041331023658,1762335,0.5 cup,,100,7,0,0,18,8.05,0,,120,85,A-,59,81,100,100,76,100,2026-06-05,https://labelgrade.com/goya-black-beans-822-g
quaker-instant-oatmeal-11-6-oz,Quaker,"Quaker Instant Oatmeal, 11.6 oz",Cereal,0038527135301,2615466,1/2 Cup (40 g),,160,5,3.5,1,26,4,0,0,0,85,A-,69,78,100,100,100,84,2026-06-05,https://labelgrade.com/quaker-instant-oatmeal-11-6-oz
wonderful-pistachios-6-25-oz-177-g,Wonderful,Wonderful Pistachios (No Salt / In-Shell),Nuts & Seeds,014113910385,2123245,1 oz (30 g) — about 49 kernels,,160,6,14,1.5,8,3,2,0,0,85,A-,80,83,92,100,100,70,2026-05-28,https://labelgrade.com/wonderful-pistachios-6-25-oz-177-g
dannon-oikos-nonfat-greek-yogurt-plain-5-3-oz-150-g,Dannon,"Oikos Nonfat Greek Yogurt, Plain",Greek Yogurt,036632027146,2619049,1 cup (150 g),,79.5,15,0,0,6,0,6,,60,84,B+,65,88,100,100,30,100,2026-05-28,https://labelgrade.com/dannon-oikos-nonfat-greek-yogurt-plain-5-3-oz-150-g
justins-classic-almond-butter-11-5-oz-320-g,Justin's,Classic Almond Butter,Nut & Seed Butters,894455000216,2525632,1 Pack,,190,7,18,2.5,6,3.01,0.998,,0,84,B+,83,83,96,100,96,57,2026-06-05,https://labelgrade.com/justins-classic-almond-butter-11-5-oz-320-g
nasoya-organic-tofu-cubed-super-firm-8-oz-227-g,Nasoya,Organic Tofu Cubed Super Firm,Other Meats,025484000292,2400443,3 oz,,90.1,9,4.5,0.502,3,1.02,1,,5.1,84,B+,66,86,99,100,38,97,2026-06-03,https://labelgrade.com/nasoya-organic-tofu-cubed-super-firm-8-oz-227-g
three-wishes-cocoa-grain-free-cereal-8-6-oz-245-g,Three Wishes,Three Wishes Cocoa Grain-Free Cereal,Cereal,860002152493,2166952,3/4 cup (35 g),,120,8,2,0,18,4,3,3,100,84,B+,84,78,81,68,100,100,2026-05-28,https://labelgrade.com/three-wishes-cocoa-grain-free-cereal-8-6-oz-245-g
aloha-chocolate-chip-cookie-dough-organic-plant-based-protein-bars-9-88-oz-280-g,Aloha,Aloha Chocolate Chip Cookie Dough Plant-Based Protein Bar,"Snack, Energy & Granola Bars",842096152221,2631109,1 bar (56 g),,240,14,11,2.5,25,10,5,4,105,83,B+,88,78,84,81,100,73,2026-05-28,https://labelgrade.com/aloha-chocolate-chip-cookie-dough-organic-plant-based-protein-bars-9-88-oz-280-g
barebells-caramel-cashew-protein-bar-7-76-oz-220-g,Barebells,Barebells Caramel Cashew Protein Bar,"Snack, Energy & Granola Bars",850000429611,2643091,1 bar (55 g),,200,20,8,3,18,3,1,0,80,83,B+,100,71,100,85,68,68,2026-05-28,https://labelgrade.com/barebells-caramel-cashew-protein-bar-7-76-oz-220-g
fage-total-0-nonfat-greek-strained-yogurt,Fage,Fage Total 0% Nonfat Greek Strained Yogurt,Greek Yogurt,00689544083016,2756888,180g,,90,18,0,,5,0,5,,65,83,B+,65,83,100,100,30,100,2026-06-02,https://labelgrade.com/fage-total-0-nonfat-greek-strained-yogurt
friendship-dairies-1-milkfat-small-curd-cottage-cheese,Friendship Dairies,Friendship Dairies 1% Milkfat Small Curd No Salt Added Cottage Cheese,Cottage Cheese,071481025004,2015065,0.5 cup (113 g),,90.4,15,0.994,0.994,5,0,4,,55.4,83,B+,70,82,100,100,30,96,2026-05-28,https://labelgrade.com/friendship-dairies-1-milkfat-small-curd-cottage-cheese
garden-of-life-organic-plant-protein-0-8-oz-23-g,Garden of Life,Garden of Life Organic Plant Protein,Protein Powder,658010118651,2339116,1 packet (23 g),,89.9,15,2,0,3,2,0,,150,83,B+,100,72,100,32,91,100,2026-05-28,https://labelgrade.com/garden-of-life-organic-plant-protein-0-8-oz-23-g
oikos-pro-vanilla-greek-yogurt,Oikos,Oikos Pro Vanilla Greek Yogurt,Greek Yogurt,00036632042552,2755594,150g,,140,20,3,0,8,,3,,45,83,B+,70,78,100,100,30,100,2026-06-02,https://labelgrade.com/oikos-pro-vanilla-greek-yogurt
owyn-elite-pro-chocolate-shakes-11-15-fl-oz,OWYN,OWYN Pro Elite Chocolate Shake,Protein Shakes (Ready-to-Drink),0856461008945,2607302,1 bottle (330 ml),,200,32,6,1,6,6,0,0,323,83,B+,65,81,100,100,43,99,2026-05-28,https://labelgrade.com/owyn-elite-pro-chocolate-shakes-11-15-fl-oz
quest-chocolate-chip-cookie-dough-protein-bar-2-12-oz-60-g,Quest,Quest Chocolate Chip Cookie Dough Protein Bar,"Snack, Energy & Granola Bars",888849000012,2629232,1 bar (60 g),,200,21,9,3,21,14,1,0,200,83,B+,100,70,100,65,100,70,2026-05-28,https://labelgrade.com/quest-chocolate-chip-cookie-dough-protein-bar-2-12-oz-60-g
safe-catch-elite-pure-wild-tuna-5-oz-142-g,Safe Catch,Safe Catch Elite Wild Tuna,Canned Fish,859480006077,2670313,3 oz (85 g),,110,24,1,0,0,0,0,0,300,83,B+,92,80,100,63,30,100,2026-05-28,https://labelgrade.com/safe-catch-elite-pure-wild-tuna-5-oz-142-g
stonyfield-organic-greek-nonfat-yogurt-plain-32-oz,Stonyfield,Stonyfield Organic Greek Nonfat Yogurt Plain - 32 oz,Greek Yogurt,00052159532505,2757843,180g,,90,16,0,0,7,0,5,,65,83,B+,63,86,100,100,30,100,2026-06-02,https://labelgrade.com/stonyfield-organic-greek-nonfat-yogurt-plain-32-oz
wallaby-plain-organic-aussie-greek-lowfat-yogurt-5-3-oz-150-g,Wallaby,"Plain Organic Aussie Greek Lowfat Yogurt, Plain",Greek Yogurt,036632070265,2466229,150g,,100,14,2,1.5,7,0,5,0,55,83,B+,64,91,100,100,30,95,2026-06-04,https://labelgrade.com/wallaby-plain-organic-aussie-greek-lowfat-yogurt-5-3-oz-150-g
wild-planet-no-salt-added-sardines-in-water-4-oz-125-g,Wild Planet,No Salt Added Wild Sardines in Water,Canned Fish,829696000893,1858913,3 oz (85 g),,140,18,8,2.5,0,0,0,0,69.7,83,B+,82,83,100,100,30,80,2026-05-28,https://labelgrade.com/wild-planet-no-salt-added-sardines-in-water-4-oz-125-g
bumble-bee-premium-solid-white-albacore-tuna-in-water,Bumble Bee,Bumble Bee Solid White Albacore Tuna in Water,Canned Tuna,086600000015,2077379,2 oz drained (56 g),,60,13,0,0,0,0,0,,140,82,B+,85,80,100,71,30,100,2026-05-28,https://labelgrade.com/bumble-bee-premium-solid-white-albacore-tuna-in-water
chobani-plain-non-fat-greek-yogurt,Chobani,Chobani Plain Non- Fat Greek Yogurt,Greek Yogurt,00894700010137,2755837,180g,,90,16,0,0,6,,6,,65,82,B+,63,83,100,100,30,100,2026-06-02,https://labelgrade.com/chobani-plain-non-fat-greek-yogurt
dannon-oikos-triple-zero-greek-vanilla-5-3oz-4pk,Dannon,Dannon Oikos Triple Zero Greek Vanilla - 5.3oz / 4pk,Milk/Milk Substitutes,00036632019530,2756948,240g,,90,15,0,0,10,3,5,,65,82,B+,59,83,100,100,39,100,2026-06-02,https://labelgrade.com/dannon-oikos-triple-zero-greek-vanilla-5-3oz-4pk
daves-killer-bread-powerseed-organic-27-oz-765-g,Dave's Killer Bread,Dave's Killer Bread Powerseed Organic Bread,Breads & Buns,013764027091,2490632,1 slice (45 g),,110,5,2,0,18,6,2,0,150,82,B+,67,78,95,65,100,100,2026-05-28,https://labelgrade.com/daves-killer-bread-powerseed-organic-27-oz-765-g
daves-killer-bread-thin-sliced-powerseed-organic-20-5-oz-580-g,Dave's Killer Bread,Dave's Killer Bread Powerseed Thin-Sliced Organic Bread,Breads & Buns,013764027190,2014903,1 slice (28 g),,59.9,3,1,0,11,3,1,,94.9,82,B+,66,78,96,64,100,100,2026-05-28,https://labelgrade.com/daves-killer-bread-thin-sliced-powerseed-organic-20-5-oz-580-g
egg-lands-best-100-liquid-whites-16-oz,Eggland's Best,Eggland's Best 100% Liquid Egg Whites,Eggs & Egg Substitutes,0715141216110,2602751,3 Tbsp (46 g),,25,5,0,0,0,0,0,0,75,82,B+,66,88,100,84,30,100,2026-05-27,https://labelgrade.com/egg-lands-best-100-liquid-whites-16-oz
iconic-vanilla-bean-protein-drink-11-fl-oz-330-ml,Iconic,Iconic Vanilla Bean Protein Drink,Protein Shakes (Ready-to-Drink),853650004467,1964967,1 bottle (11.5 fl oz),,129,20,2.01,0,7.99,3.96,3,,221,82,B+,59,81,100,100,38,100,2026-05-28,https://labelgrade.com/iconic-vanilla-bean-protein-drink-11-fl-oz-330-ml
rxbar-protein-bar-5-8-oz-165-g,RXBAR,RXBAR Protein Bar,"Snack, Energy & Granola Bars",859162007125,2432443,1 bar,,130,7,4,0.5,16,3,10,,65,82,B+,82,83,63,80,94,91,2026-05-27,https://labelgrade.com/rxbar-protein-bar-5-8-oz-165-g
too-good-and-co-two-blueberry-greek-lowfat-yogurt-21-2-onz,Too Good & Co.,Two Good Blueberry Greek Lowfat Yogurt,Greek Yogurt,00036632039385,2745019,1 cup (150 g),,79.5,12,2,1,3,0,2,0,25.5,82,B+,62,83,100,100,30,97,2026-05-28,https://labelgrade.com/too-good-and-co-two-blueberry-greek-lowfat-yogurt-21-2-onz
wild-planet-albacore-tuna-3-oz-85-g,Wild Planet,Albacore Wild Tuna,Canned Fish,829696000732,2663472,3 oz (85 g),,120,21,4,1,0,0,0,,230,82,B+,87,80,100,70,30,94,2026-05-28,https://labelgrade.com/wild-planet-albacore-tuna-3-oz-85-g
wild-planet-pink-salmon-6-oz-170-g,Wild Planet,Wild Pink Salmon,Canned Seafood,829696000473,1857109,3 oz (85g),,90.1,18,2,0,0,0,0,0,200,82,B+,82,80,100,72,30,100,2026-06-03,https://labelgrade.com/wild-planet-pink-salmon-6-oz-170-g
365-everyday-value-organic-creamy-peanut-butter-18-oz-510-g,365 Everyday Value,Organic Creamy Peanut Butter,Nut & Seed Butters,099482420246,2008416,2 Tbsp,,210,7,17,3,7,1.98,2,,0,81,B+,83,86,92,100,73,51,2026-06-05,https://labelgrade.com/365-everyday-value-organic-creamy-peanut-butter-18-oz-510-g
amys-medium-organic-chili-14-7-oz-416-g,Amy's,Medium Organic Chili,Canned & Bottled Beans,042272005871,2412848,1 can,,320,18,9.98,0.998,40,9.15,3.99,,312,81,B+,56,81,99,100,45,99,2026-06-05,https://labelgrade.com/amys-medium-organic-chili-14-7-oz-416-g
birds-eye-steamfresh-broccoli-florets-10-8-onz,Birds Eye,Steamfresh Broccoli Florets,Frozen Vegetables,00014500021830,2755023,1 1/3 cups (83g) frozen,,29.9,2,0,0,4,1.99,0.996,0,19.9,81,B+,54,83,99,100,47,100,2026-06-06,https://labelgrade.com/birds-eye-steamfresh-broccoli-florets-10-8-onz
chobani-zero-sugar-vanilla-greek-yogurt,Chobani,Chobani Zero Sugar Vanilla Greek Yogurt,Greek Yogurt,00818290018571,2755650,180g,,70,13,0,0,6,1,0,0,70,81,B+,61,78,100,100,34,100,2026-06-02,https://labelgrade.com/chobani-zero-sugar-vanilla-greek-yogurt
fairlife-core-power-elite-42g-protein-shake-chocolate-14-fl-oz,Fairlife,Fairlife Core Power Elite 42g Protein Shake (Chocolate),Protein Shakes (Ready-to-Drink),049000553604,2668980,1 bottle (414 ml),,232,42,3.5,2,9,2,7,0,261,81,B+,65,77,100,100,33,98,2026-05-28,https://labelgrade.com/fairlife-core-power-elite-42g-protein-shake-chocolate-14-fl-oz
guerrero-corn-tortillas-30-count-25-oz,Guerrero,White Corn Tortillas,Tortillas & Wraps,0048564060023,2596984,2 tortillas (47g),,100,2,1,0,21,2.02,2,0,20.2,81,B+,56,77,95,100,60,100,2026-06-05,https://labelgrade.com/guerrero-corn-tortillas-30-count-25-oz
kodiak-cakes-buttermilk-flapjack-and-waffle-mix-power-4-5-lb-2-04-kg,Kodiak Cakes,"Buttermilk Flapjack & Waffle Mix Power Cakes, Buttermilk","Cake, Cookie & Cupcake Mixes",705599011610,2063490,1/2 cup,,190,14,2,0,30,4.98,3,2.01,380,81,B+,90,77,92,29,96,100,2026-06-03,https://labelgrade.com/kodiak-cakes-buttermilk-flapjack-and-waffle-mix-power-4-5-lb-2-04-kg
orgain-organic-grass-fed-protein-26g-shake-creamy-chocolate-168-fl-oz-1-31-gal-4-97-l,Orgain,"Organic Grass-Fed Protein 26g Shake, Creamy Chocolate, Creamy Chocolate","Energy, Protein & Muscle Recovery Drinks",851770006255,2640579,1 Bottle,,161,26,4.02,0.994,15,2.07,,0,248,81,B+,59,81,100,100,33,99,2026-06-03,https://labelgrade.com/orgain-organic-grass-fed-protein-26g-shake-creamy-chocolate-168-fl-oz-1-31-gal-4-97-l
pure-protein-bar-chocolate-deluxe-1-76-oz-50-g,Pure Protein,Pure Protein Chocolate Deluxe Bar,"Snack, Energy & Granola Bars",749826126517,2666605,1 bar (50 g),,180,21,4.5,3,17,2,3,1,85,81,B+,100,70,96,83,58,65,2026-05-28,https://labelgrade.com/pure-protein-bar-chocolate-deluxe-1-76-oz-50-g
siggis-icelandic-skyr-nonfat-yogurt-peach-5-3-oz,Siggi's,Siggi's Peach Nonfat Icelandic Skyr,Greek Yogurt / Skyr,00898248001114,2755546,1 cup (150 g),,110,14,0,0,13,0,8,5,40,81,B+,73,80,80,100,30,100,2026-05-28,https://labelgrade.com/siggis-icelandic-skyr-nonfat-yogurt-peach-5-3-oz
skinnypop-skinny-pop-popcorn-pack-5-2-oz-147-g,SkinnyPop,SkinnyPop Original Popcorn (Snack Pack),Popcorn & Puffed Snacks,850251004797,1877548,1 bag (18 g),,100,2,6,0.5,9,2,0,,45,81,B+,67,80,100,71,100,82,2026-05-28,https://labelgrade.com/skinnypop-skinny-pop-popcorn-pack-5-2-oz-147-g
wild-planet-sardines-fillets-in-extra-virgin-olive-oil-4-25-oz-120-g,Wild Planet,Wild Sardines in Extra Virgin Olive Oil,Canned Seafood,829696001708,1917574,3 oz,,190,21,12,2,0,0,0,0,200,81,B+,87,83,100,72,30,85,2026-06-05,https://labelgrade.com/wild-planet-sardines-fillets-in-extra-virgin-olive-oil-4-25-oz-120-g
yoplait-greek-100-protein-strawberry-fat-free-yogurt-5-3-onz,Yoplait,Yoplait Greek 100 Strawberry Fat Free Yogurt,Greek Yogurt,00070470433325,2737535,1 container (150 g),,100,14,0,0,11,0,7,1.95,55.5,81,B+,64,80,92,100,30,100,2026-05-28,https://labelgrade.com/yoplait-greek-100-protein-strawberry-fat-free-yogurt-5-3-onz
yoplait-protein-vanilla-yogurt-5-6-onz,Yoplait,Yoplait Protein Vanilla Yogurt,Yogurt/Yogurt Substitutes,00070470217918,2740421,1 container,,100,15,1.5,1,4.99,0,3,0,49.3,81,B+,64,80,100,100,30,97,2026-06-03,https://labelgrade.com/yoplait-protein-vanilla-yogurt-5-6-onz
bens-original-ready-rice-long-grain-white-8-oz-pouch,Ben's Original,Ready Rice Long Grain White,Rice & Grain Sides,0054800423330,2597133,140GRM,,200,4,3,0,39,0.98,0,0,0,80,B+,54,78,100,100,35,100,2026-06-06,https://labelgrade.com/bens-original-ready-rice-long-grain-white-8-oz-pouch
bumble-bee-chunk-light-tuna-in-water-7-oz-198-g,Bumble Bee,Bumble Bee Chunk Light Tuna in Water,Canned Tuna,086600230740,2489650,2 oz drained (56 g),,50,11,0,0,0,0,,,180,80,B+,79,80,100,66,30,100,2026-05-28,https://labelgrade.com/bumble-bee-chunk-light-tuna-in-water-7-oz-198-g
chicken-of-the-sea-pink-salmon-142-g-5-oz,Chicken Of The Sea,"Chicken Of The Sea, Pink Salmon",Canned Seafood,048000011978,2678597,56GRM,,59.9,10,1.5,0,0,0,0,,180,80,B+,77,80,100,66,30,100,2026-06-03,https://labelgrade.com/chicken-of-the-sea-pink-salmon-142-g-5-oz
dannon-light-fit-greek-nonfat-yogurt,Dannon,Dannon Light + Fit Greek Nonfat Yogurt,Greek Yogurt,00036632037367,2756921,150g,,80,12,0,0,8,0,7,2,45,80,B+,62,80,92,100,30,100,2026-06-04,https://labelgrade.com/dannon-light-fit-greek-nonfat-yogurt
daring-original-pieces-8-oz-227-g,Daring,Original Plant-Based Chicken Pieces,Plant-Based Meat,860003055021,1991315,2.5 oz,,90.3,13.6,1.75,0.28,1.26,3.71,0,0,315,80,B+,79,75,100,51,67,98,2026-06-05,https://labelgrade.com/daring-original-pieces-8-oz-227-g
dymatize-iso100-hydrolyzed-100-whey-protein-isolate-powder-chocolate-peanut-butter-49-oz-3-lb-1-4-kg,Dymatize,"ISO100 Hydrolyzed 100% Whey Protein Isolate, Chocolate Peanut Butter",Protein Powder,705016353354,2452284,1 scoop (32 g),,120,25,0.499,0,2,0,0.998,,160,80,B+,100,70,96,47,30,100,2026-05-28,https://labelgrade.com/dymatize-iso100-hydrolyzed-100-whey-protein-isolate-powder-chocolate-peanut-butter-49-oz-3-lb-1-4-kg
ensure-max-protein-nutrition-shake-milk-chocolate,Ensure,"Max Protein Nutrition Shake, Milk Chocolate",Protein Shakes (Ready-to-Drink),070074668987,1838189,1 bottle (11 fl oz / 330 ml),,150,30,1.5,0.5,7,4,1,0,250,80,B+,64,68,100,100,38,99,2026-05-31,https://labelgrade.com/ensure-max-protein-nutrition-shake-milk-chocolate
fairlife-lactose-free-2-milk-52-fl-oz,Fairlife,Fairlife Lactose-Free 2% Ultra-Filtered Milk,Milk/Milk Substitutes,00856312002771,2756829,1 cup (240 ml),,120,13,4.5,3,6,0,6,0,120,80,B+,58,83,100,100,30,93,2026-05-31,https://labelgrade.com/fairlife-lactose-free-2-milk-52-fl-oz
fairlife-milk-ultra-filtered,Fairlife,Fairlife Ultra-Filtered Milk,Milk/Milk Substitutes,00811620021418,2757397,1 cup (240 ml),,120,13,4.5,3,6,0,6,0,120,80,B+,58,83,100,100,30,93,2026-06-02,https://labelgrade.com/fairlife-milk-ultra-filtered
horizon-organic-dha-omega-3-milk-0-5gal,Horizon Organic,Horizon Organic DHA Omega-3 Whole Milk,Milk/Milk Substitutes,00742365264979,2757696,1 cup (240 mL),,160,8,8,5,13,0,12,0,135,80,B+,55,91,100,100,30,87,2026-05-31,https://labelgrade.com/horizon-organic-dha-omega-3-milk-0-5gal
light-fit-dannon-5-3-onz,Dannon,Dannon Light + Fit Nonfat Yogurt,Yogurt,00036632040787,2746331,1 cup (150 g),,79.5,12,0,0,9,0,7,3,45,80,B+,62,80,88,100,30,100,2026-05-28,https://labelgrade.com/light-fit-dannon-5-3-onz
magic-spoon-fruity-grain-free-cereal-7-oz-198-g,Magic Spoon,Magic Spoon Fruity Grain-Free Cereal,Cereal,850002887440,2374897,About 1 cup (38 g),,150,13,8,1,15,1,0,0,160,80,B+,100,75,100,53,48,83,2026-05-28,https://labelgrade.com/magic-spoon-fruity-grain-free-cereal-7-oz-198-g
muscle-milk-lean-protein-powder-vanilla-creme-1-94-oz-55-g,Muscle Milk,"Muscle Milk Lean Muscle Protein Powder, Vanilla Crème",Protein Powder,660726516164,1934219,1 packet (55 g),,240,25,9,3,15,3.02,3,,125,80,B+,100,65,99,73,68,68,2026-05-28,https://labelgrade.com/muscle-milk-lean-protein-powder-vanilla-creme-1-94-oz-55-g
muscle-milk-non-dairy-protein-shake-chocolate-44-fl-oz-1-32-l,Muscle Milk,"Muscle Milk, Non Dairy Protein Shake, Chocolate","Energy, Protein & Muscle Recovery Drinks",876063007641,2628921,1 CARTON,,158,20,3.99,0.99,12,0.99,10,,129,80,B+,59,75,100,100,32,99,2026-06-03,https://labelgrade.com/muscle-milk-non-dairy-protein-shake-chocolate-44-fl-oz-1-32-l
muscle-milk-pro-series-protein-powder-knockout-chocolate,Muscle Milk,"Muscle Milk Pro Series Protein Powder, Knockout Chocolate",Protein Powder,660726534212,2114497,2 scoops (53 g),,210,32,3.5,1.5,12,1.01,2,,130,80,B+,100,65,100,72,43,81,2026-05-28,https://labelgrade.com/muscle-milk-pro-series-protein-powder-knockout-chocolate
optimum-nutrition-gold-standard-100-whey-shake-vanilla-11-fl-oz,Optimum Nutrition,Optimum Nutrition Gold Standard 100% Whey Vanilla Shake,Protein Shakes (Ready-to-Drink),748927064100,1991469,1 carton (325 ml),,150,24,3.5,1.5,6,1,2,0,299,80,B+,61,74,99,100,32,98,2026-05-28,https://labelgrade.com/optimum-nutrition-gold-standard-100-whey-shake-vanilla-11-fl-oz
optimum-nutrition-gold-standard-protein-shake-1-03-gal-3-9-l,Optimum Nutrition,Optimum Nutrition Gold Standard Protein Shake (Chocolate),Protein Shakes (Ready-to-Drink),748927968200,2478917,1 carton (11 fl oz / 325 ml),,140,24,2.99,0.488,4,0.975,1.01,,211,80,B+,61,76,100,100,32,99,2026-05-28,https://labelgrade.com/optimum-nutrition-gold-standard-protein-shake-1-03-gal-3-9-l
premier-protein-high-30g-shake-bananas-and-cream-11-5-fl-oz-340-ml,Premier Protein,Premier Protein 30g Shake (Bananas & Cream),Protein Shakes (Ready-to-Drink),643843717850,2626567,1 shake (340 ml),,159,30,3,0.5,4,1,1,0,242,80,B+,63,71,100,100,32,99,2026-05-28,https://labelgrade.com/premier-protein-high-30g-shake-bananas-and-cream-11-5-fl-oz-340-ml
premier-protein-vanilla-high-shake-11-5-fl-oz,Premier Protein,Premier Protein Vanilla High Protein Shake,Protein Shakes (Ready-to-Drink),0643843717041,2622652,1 shake (11.5 fl oz / 345 mL),,159,30,3,0.5,4,1,1,0,231,80,B+,63,71,100,100,32,99,2026-05-27,https://labelgrade.com/premier-protein-vanilla-high-shake-11-5-fl-oz
quaker-oats-honey-raisins-and-almonds-simply-granola-24-1-oz,Quaker,"Simply Granola (Oats, Honey, Raisins & Almonds)",Cereal,0030000572436,2595406,2/3  cup (68g),,270,7,7,1,51,7,16,8.98,34.7,80,B+,65,75,64,100,100,91,2026-06-05,https://labelgrade.com/quaker-oats-honey-raisins-and-almonds-simply-granola-24-1-oz
quest-protein-chips-sea-salt-1-125-oz-32-g,Quest,Quest Protein Chips Sea Salt,"Chips, Pretzels & Snacks",888849000258,1879658,1 bag (32 g / 1.125 oz),,120,21,1.5,0,5,0,0,0,190,80,B+,100,75,100,40,30,100,2026-05-27,https://labelgrade.com/quest-protein-chips-sea-salt-1-125-oz-32-g
quest-vanilla-protein-shake-11-fl-oz-325-ml,Quest,Quest Vanilla Protein Shake,Plant Based Milk,888849008117,2339950,1 shake (11 fl oz / 325 mL),,159,30,3,0,3,0,1,0,250,80,B+,64,72,100,100,30,100,2026-05-27,https://labelgrade.com/quest-vanilla-protein-shake-11-fl-oz-325-ml
starkist-albacore-white-tuna-in-water,StarKist,StarKist Solid White Albacore Tuna in Water,Canned Fish,080000517203,2035415,1 pouch (74 g),,79.9,16,1.5,0.503,0,0,,,240,80,B+,82,80,100,65,30,97,2026-05-28,https://labelgrade.com/starkist-albacore-white-tuna-in-water
